"orderNumber","occurrenceID","family","verbatimScientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","associatedMedia","kingdom","scientificName","taxonID","geodeticDatum","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
105,"WL:SNAIL:GC:OCC:00104","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-15,2018,"HumanObservation","adult",1,"exact count",28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","alive","https://live.staticflickr.com/65535/49869914952_3abb9d160c_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
106,"WL:SNAIL:GC:OCC:00105","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-15,2018,"HumanObservation","juvenile",1,"exact count",28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","alive","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
107,"WL:SNAIL:GC:OCC:00106","Geomitridae","Cernuella virgata",,"Cernuella","virgata",,"(da Costa, 1778)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Cernuella virgata","checklist_snails_grancanaria:taxon:78e3e0015225ecbf2557ec9cc810bd2a","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
108,"WL:SNAIL:GC:OCC:00107","Helicidae","Theba geminata",,"Theba","geminata",,"(Mousson, 1857)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Theba geminata","checklist_snails_grancanaria:taxon:020c50c709c3ef929fd8a44f4734af1e","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
109,"WL:SNAIL:GC:OCC:00108","Helicidae","Theba grasseti",,"Theba","grasseti",,"(Mousson, 1872)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Theba grasseti","checklist_snails_grancanaria:taxon:d07bea8d67b4e9bd4698da8b1512d88d","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
110,"WL:SNAIL:GC:OCC:00109","Geomitridae","Xerotricha aff. orbignii","aff.","Xerotricha","aff. orbignii",,,2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49870263982_a71c7f4fbf_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Xerotricha orbignii","checklist_snails_grancanaria:taxon:bae53a0a05e4213ab11b430ec853d924","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
111,"WL:SNAIL:GC:OCC:00110","Achatinidae","Rumina decollata",,"Rumina","decollata",,"(Linnaeus, 1758)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Rumina decollata","checklist_snails_grancanaria:taxon:ed523f5acaa5cf7eed990e4102546fc6","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
112,"WL:SNAIL:GC:OCC:00111","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
113,"WL:SNAIL:GC:OCC:00112","Enidae","Napaeus interpunctatus",,"Napaeus","interpunctatus",,"(Wollaston, 1878)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Napaeus interpunctatus","checklist_snails_grancanaria:taxon:a6816e378cccbdc8ea24ab0d9530f9bf","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
114,"WL:SNAIL:GC:OCC:00113","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
115,"WL:SNAIL:GC:OCC:00114","Geomitridae","Monilearia spec.",,"Monilearia",,,,2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
116,"WL:SNAIL:GC:OCC:00115","Streptaxidae","Gibbulinella aff. dealbata","aff.","Gibbulinella","aff. dealbata",,,2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell wider and more solid than G. aff. dewinteri","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Gibbulinella dealbata","checklist_snails_grancanaria:taxon:604812a2ea53f7aac98aadb1e1642768","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
117,"WL:SNAIL:GC:OCC:00116","Pomatiidae","Pomatias aff. laevigatus","aff.","Pomatias","aff. laevigatus",,,2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","smooth surface, same species as on Tenerife?","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Pomatias laevigatus","checklist_snails_grancanaria:taxon:057d6bfc0b99eec6f60f71375c7f1500","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
118,"WL:SNAIL:GC:OCC:00117","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
119,"WL:SNAIL:GC:OCC:00118","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","empty shell","https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Hemicycla psathyra temperata","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
120,"WL:SNAIL:GC:OCC:00119","Enidae","Napaeus spec.",,"Napaeus",,,,2018-09-15,2018,"HumanObservation",,,,28.0965,-15.7057,25,"Agaete hill (SW of Agaete)","Agaete","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell very much like N. arinagaensis (slenderness, convexity, size), but with white blotches","empty shell","https://live.staticflickr.com/65535/49869456613_fcb19589a0_b.jpg | https://live.staticflickr.com/65535/49869456823_3bc5e263a4_b.jpg | https://live.staticflickr.com/65535/49869991891_47ee40c64d_b.jpg | https://live.staticflickr.com/65535/49870118797_02025c6e7c_b.jpg | https://live.staticflickr.com/65535/49869279278_15eeb6f4f2_b.jpg | https://live.staticflickr.com/65535/49870118192_495ce6044b_b.jpg | https://live.staticflickr.com/65535/49869278778_ec610a402d_b.jpg","Animalia","Napaeus spec.","checklist_snails_grancanaria:taxon:eb704af20d4b333ae2cb0b7b03b52782","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
121,"WL:SNAIL:GC:OCC:00120","Enidae","Napaeus interpunctatus",,"Napaeus","interpunctatus",,"(Wollaston, 1878)",2018-09-16,2018,"HumanObservation","adult",7,"exact count",28.1342,-15.6662,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Napaeus interpunctatus","checklist_snails_grancanaria:taxon:a6816e378cccbdc8ea24ab0d9530f9bf","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
122,"WL:SNAIL:GC:OCC:00121","Streptaxidae","Gibbulinella aff. dealbata","aff.","Gibbulinella","aff. dealbata",,,2018-09-16,2018,"HumanObservation","adult",5,"exact count",28.1342,-15.6662,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell wider and more solid than G. aff. dewinteri","empty shell",,"Animalia","Gibbulinella dealbata","checklist_snails_grancanaria:taxon:604812a2ea53f7aac98aadb1e1642768","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
123,"WL:SNAIL:GC:OCC:00122","Helicidae","Hemicycla psathyra temperata",,"Hemicycla","psathyra","temperata","(Mousson, 1872)",2018-09-16,2018,"HumanObservation","adult",4,"exact count",28.1342,-15.6662,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","large flattened shells","empty shell",,"Animalia","Hemicycla psathyra temperata","checklist_snails_grancanaria:taxon:e6b7d6880d0f6ef49bfd4a8853477a64","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
124,"WL:SNAIL:GC:OCC:00123","Vitrinidae","Insulivitrina parryi",,"Insulivitrina","parryi",,"(Gude, 1896)",2018-09-16,2018,"HumanObservation","adult",1,"exact count",28.1342,-15.6662,25,"Northeast of San Isidro de Gáldar","Gáldar","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Insulivitrina parryi","checklist_snails_grancanaria:taxon:9851606f90f7348c5e3b9a6a529d64fb","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
125,"WL:SNAIL:GC:OCC:00124","Helicidae","Hemicycla glasiana",,"Hemicycla","glasiana",,"(Shuttleworth, 1852)",2018-09-17,2018,"HumanObservation",,20,"estimate count",27.8705,-15.3903,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil",,"Animalia","Hemicycla glasiana","checklist_snails_grancanaria:taxon:67ee0a8700bdfa2b78c8dcb7ecc82931","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
126,"WL:SNAIL:GC:OCC:00125","Helicidae","Hemicycla ethelema",,"Hemicycla","ethelema",,"(J. Mabille, 1882)",2018-09-17,2018,"HumanObservation","adult",12,"exact count",27.8705,-15.3903,25,"Montaña de Arinaga eastern slope","Agüimes","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil",,"Animalia","Hemicycla ethelema","checklist_snails_grancanaria:taxon:9ae636c7bbb4db40afeb14c28e4f0628","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
